species,metabolite,metabolite_class,N,dR/Rdt
Burkholderia,guanosine,Nucleobase,0.628,-0.48640457622469147
Burkholderia,guanosine,Nucleobase,0.74,0.005051086032499731
Burkholderia,hypoxanthine,Nucleobase,0.304,-0.03704312437747952
Burkholderia,hypoxanthine,Nucleobase,0.435,-0.9987181069676304
Burkholderia,hypoxanthine,Nucleobase,0.628,-0.07727915835536256
Burkholderia,hypoxanthine,Nucleobase,0.74,-0.0856889593965232
Burkholderia,inosine,Nucleobase,0.304,-0.11038961378144886
Burkholderia,inosine,Nucleobase,0.435,-0.999901810711502
Burkholderia,inosine,Nucleobase,0.628,0.1278424418152023
Burkholderia,inosine,Nucleobase,0.74,-0.05095377694687877
Burkholderia,thymine,Nucleobase,0.304,-0.02852855140943138
Burkholderia,thymine,Nucleobase,0.435,-0.10611758206923924
Burkholderia,thymine,Nucleobase,0.628,0.04179977509556553
Burkholderia,thymine,Nucleobase,0.74,-0.09441835583412835
Burkholderia,uracil,Nucleobase,0.304,-0.14420684972157014
Burkholderia,uracil,Nucleobase,0.435,-0.4463867428198432
Burkholderia,uracil,Nucleobase,0.628,0.16305480833725283
Burkholderia,uracil,Nucleobase,0.74,-0.09512822067502612
Burkholderia,uridine,Nucleobase,0.304,-0.011545360729578786
Burkholderia,uridine,Nucleobase,0.435,-0.903177992200313
Burkholderia,uridine,Nucleobase,0.628,-0.47653413423918156
Burkholderia,uridine,Nucleobase,0.74,-0.00901307170735288
Burkholderia,xanthine,Nucleobase,0.304,0.009594463585971552
Burkholderia,xanthine,Nucleobase,0.435,-0.06412826756947576
Burkholderia,xanthine,Nucleobase,0.628,-0.4743489950700222
Burkholderia,xanthine,Nucleobase,0.74,-0.09207269317888261
Burkholderia,xanthosine,Nucleobase,0.304,0.014417889296230132
Burkholderia,xanthosine,Nucleobase,0.435,-0.26582055330345195
Burkholderia,xanthosine,Nucleobase,0.628,-0.4999903396332164
Burkholderia,xanthosine,Nucleobase,0.74,-0.002697254868615761
Burkholderia,5-methyluridine,Nucleobase,0.304,-0.04277082761876735
Burkholderia,5-methyluridine,Nucleobase,0.435,-0.39195230822891297
Burkholderia,5-methyluridine,Nucleobase,0.628,-0.2686616133036339
Burkholderia,5-methyluridine,Nucleobase,0.74,-0.09474916646612046
Burkholderia,gamma-Aminobutyric acid,Others,0.304,-0.019108895540234004
Burkholderia,gamma-Aminobutyric acid,Others,0.435,-0.16808104232583468
Burkholderia,gamma-Aminobutyric acid,Others,0.628,-0.49330903308569635
Burkholderia,gamma-Aminobutyric acid,Others,0.74,-0.0381322718142691
Burkholderia,ectoine,Others,0.304,0.00047190820321204853
Burkholderia,ectoine,Others,0.435,-0.13950058023638387
Burkholderia,ectoine,Others,0.628,0.027220101165923653
Burkholderia,ectoine,Others,0.74,-0.09140390676024669
Burkholderia,N-acetyl-glutamic acid,Others,0.304,-0.015274430389573495
Burkholderia,N-acetyl-glutamic acid,Others,0.435,-0.09369824047068637
Burkholderia,N-acetyl-glutamic acid,Others,0.628,-0.11586547974724357
Burkholderia,N-acetyl-glutamic acid,Others,0.74,-0.06669860789411795
Burkholderia,ornithine,Others,0.304,-0.07224717783303848
Burkholderia,ornithine,Others,0.435,-0.9540541461615305
Burkholderia,ornithine,Others,0.628,-0.019876323762452085
Burkholderia,ornithine,Others,0.74,-0.08740256287141027
Burkholderia,shikimic acid,Others,0.304,-0.024339238407551967
Burkholderia,shikimic acid,Others,0.435,-0.6697320941018619
Burkholderia,shikimic acid,Others,0.628,-0.4999790531476191
Burkholderia,shikimic acid,Others,0.74,-0.006897923576349502
Burkholderia,taurine,Others,0.304,0.002287160080609139
Burkholderia,taurine,Others,0.435,0.018480183072765957
Burkholderia,taurine,Others,0.628,0.005730550185158493
Burkholderia,taurine,Others,0.74,-0.0029274342681925468
Burkholderia,N-acetylglutamine,Others,0.304,-0.03604423271075376
Burkholderia,N-acetylglutamine,Others,0.435,-0.4338710329407323
Burkholderia,N-acetylglutamine,Others,0.628,-0.4995297326592324
Burkholderia,N-acetylglutamine,Others,0.74,-0.07011217708252582
Burkholderia,n-acetyllysine,Others,0.304,-0.0014973875549574255
Burkholderia,n-acetyllysine,Others,0.435,-0.06314032305639042
Burkholderia,n-acetyllysine,Others,0.628,0.007722145830224769
Burkholderia,n-acetyllysine,Others,0.74,-0.09473028654861863
Burkholderia,n-acetylmuramic acid,Others,0.304,-0.0007584759102484027
Burkholderia,n-acetylmuramic acid,Others,0.435,-0.06681575724588149
Burkholderia,n-acetylmuramic acid,Others,0.628,0.04629182896001808
Burkholderia,n-acetylmuramic acid,Others,0.74,-0.04016695353401239
Burkholderia,betaine,Others,0.304,0.0036589586153469664
Burkholderia,betaine,Others,0.435,-0.02716679230043958
Burkholderia,betaine,Others,0.628,0.02191139515067055
Burkholderia,betaine,Others,0.74,-0.06750695469956401
Burkholderia,nicotinamide,Others,0.304,0.03436221659722586
Burkholderia,nicotinamide,Others,0.435,0.06888293581955594
Burkholderia,nicotinamide,Others,0.628,0.00834504926263584
Burkholderia,nicotinamide,Others,0.74,0.00688713833169836
Burkholderia,trigonelline,Others,0.304,-0.0029908618772051146
Burkholderia,trigonelline,Others,0.435,-0.043423172732271254
Burkholderia,trigonelline,Others,0.628,0.0022345249332075792
Burkholderia,trigonelline,Others,0.74,-0.0008903041805511878
Burkholderia,carnitine,Others,0.304,-0.012265079603997324
Burkholderia,carnitine,Others,0.435,-0.5352887687746501
Burkholderia,carnitine,Others,0.628,-0.24876829475554532
Burkholderia,carnitine,Others,0.74,-0.09475809887870659
Burkholderia,choline,Others,0.304,0.0056900025513516046
Burkholderia,choline,Others,0.435,-0.02054715707605789
Burkholderia,choline,Others,0.628,0.022735989675387893
Burkholderia,choline,Others,0.74,-0.09494048467310365
Burkholderia,sn-glycero-3-phosphocholine,Others,0.304,-0.009545840312951775
Burkholderia,sn-glycero-3-phosphocholine,Others,0.435,-0.2537645073866425
Burkholderia,sn-glycero-3-phosphocholine,Others,0.628,-0.38595216362185103
Burkholderia,sn-glycero-3-phosphocholine,Others,0.74,-0.0950661906846932
Variovarax,sucrose,Sugar,0.204,0.01249702054100291
Variovarax,sucrose,Sugar,0.31725,-0.05873027016731453
Variovarax,sucrose,Sugar,0.4255,-0.004413793832761968
Variovarax,sucrose,Sugar,0.52,0.014871510045830975
Variovarax,trehalose,Sugar,0.204,0.044466642474695686
Variovarax,trehalose,Sugar,0.31725,0.2098810513091844
Variovarax,trehalose,Sugar,0.4255,-0.021161589513394388
Variovarax,trehalose,Sugar,0.52,0.006062390294551738
Variovarax,myo-inositol,Sugar,0.204,0.031400770153188734
Variovarax,myo-inositol,Sugar,0.31725,-0.025069236174692984
Variovarax,myo-inositol,Sugar,0.4255,-0.0582114406055933
Variovarax,myo-inositol,Sugar,0.52,0.02253142178610535
Variovarax,xylose,Sugar,0.204,0.007246585466516922
Variovarax,xylose,Sugar,0.31725,0.039777261386818474
Variovarax,xylose,Sugar,0.4255,-0.14442615319306212
Variovarax,xylose,Sugar,0.52,-0.19917339440362414
Variovarax,mannitol,Sugar,0.204,0.009264619299035824
Variovarax,mannitol,Sugar,0.31725,-0.7999915074108981
Variovarax,mannitol,Sugar,0.4255,-0.23442855836627577
Variovarax,mannitol,Sugar,0.52,-0.020138774227687697
Variovarax,N-acetyl-glucosamine,Sugar,0.204,0.0037174350502868453
Variovarax,N-acetyl-glucosamine,Sugar,0.31725,0.033406990467751085
Variovarax,N-acetyl-glucosamine,Sugar,0.4255,-0.040452863379007886
Variovarax,N-acetyl-glucosamine,Sugar,0.52,0.0008577766161663416
Variovarax,Glucose,Sugar,0.204,0.08055056385394697
Variovarax,Glucose,Sugar,0.31725,-0.24340340209094155
Variovarax,Glucose,Sugar,0.4255,-0.2004733675196241
Variovarax,Glucose,Sugar,0.52,-0.1440995091706383
Variovarax,lactic acid,Organic_Acid,0.204,-0.04053766897506171
Variovarax,lactic acid,Organic_Acid,0.31725,-0.7872998124921948
Variovarax,lactic acid,Organic_Acid,0.4255,-0.056361652608265034
Variovarax,lactic acid,Organic_Acid,0.52,-0.06638896895768798
Variovarax,malic acid,Organic_Acid,0.204,-0.045185509711448434
Variovarax,malic acid,Organic_Acid,0.31725,-0.7921400214913868
Variovarax,malic acid,Organic_Acid,0.4255,-0.28570558278777636
Variovarax,malic acid,Organic_Acid,0.52,0.19997954365103943
Variovarax,citric acid,Organic_Acid,0.204,-0.17907753184122668
Variovarax,citric acid,Organic_Acid,0.31725,-0.7999903838956207
Variovarax,citric acid,Organic_Acid,0.4255,-0.08296990788027447
Variovarax,citric acid,Organic_Acid,0.52,0.035873715914591514
Variovarax,pyruvic acid,Organic_Acid,0.204,-0.18920941657351478
Variovarax,pyruvic acid,Organic_Acid,0.31725,-0.4912799732471483
Variovarax,pyruvic acid,Organic_Acid,0.4255,-0.03587764086378266
Variovarax,pyruvic acid,Organic_Acid,0.52,0.09532569665438267
Variovarax,alpha-ketoglutaric acid,Organic_Acid,0.204,-0.025333486672626245
Variovarax,alpha-ketoglutaric acid,Organic_Acid,0.31725,-0.799226372177594
Variovarax,alpha-ketoglutaric acid,Organic_Acid,0.4255,-0.21117083013772517
Variovarax,alpha-ketoglutaric acid,Organic_Acid,0.52,0.1536336738629695
Variovarax,citrulline,Organic_Acid,0.204,0.028546909650785875
Variovarax,citrulline,Organic_Acid,0.31725,-0.02243997539275311
Variovarax,citrulline,Organic_Acid,0.4255,-0.046816367001079516
Variovarax,citrulline,Organic_Acid,0.52,-0.007701980094582365
Variovarax,succinic acid,Organic_Acid,0.204,-0.0644111570247934
Variovarax,succinic acid,Organic_Acid,0.31725,-0.6738071507556955
Variovarax,succinic acid,Organic_Acid,0.4255,-0.2856959529535173
Variovarax,succinic acid,Organic_Acid,0.52,-0.01677689949991935
Variovarax,alanine,Amino_Acid,0.204,-0.022861240638564217
Variovarax,alanine,Amino_Acid,0.31725,-0.20560169430906391
Variovarax,alanine,Amino_Acid,0.4255,-0.2840679087697363
Variovarax,alanine,Amino_Acid,0.52,-0.18970456904231978
Variovarax,arginine,Amino_Acid,0.204,0.08627916082347986
Variovarax,arginine,Amino_Acid,0.31725,-0.09671498462653982
Variovarax,arginine,Amino_Acid,0.4255,-0.0668469035336698
Variovarax,arginine,Amino_Acid,0.52,0.06760582447595621
Variovarax,asparagine,Amino_Acid,0.204,-0.1998253537269242
Variovarax,asparagine,Amino_Acid,0.31725,0.39078156343946363
Variovarax,asparagine,Amino_Acid,0.4255,-0.026395031793553896
Variovarax,asparagine,Amino_Acid,0.52,-0.02679157310287468
Variovarax,aspartic acid,Amino_Acid,0.204,-0.19999752945736074
Variovarax,aspartic acid,Amino_Acid,0.31725,-0.04543951810808488
Variovarax,aspartic acid,Amino_Acid,0.4255,-0.01772725837423684
Variovarax,aspartic acid,Amino_Acid,0.52,0.002339535565250269
Variovarax,glutamic acid,Amino_Acid,0.204,-0.19632885667155284
Variovarax,glutamic acid,Amino_Acid,0.31725,-0.7597134076896405
Variovarax,glutamic acid,Amino_Acid,0.4255,0.1028582747420046
Variovarax,glutamic acid,Amino_Acid,0.52,0.043569282398395366
Variovarax,glutamine,Amino_Acid,0.204,-0.19988089445577123
Variovarax,glutamine,Amino_Acid,0.31725,-0.6843456675173728
Variovarax,glutamine,Amino_Acid,0.4255,-0.07690489106696734
Variovarax,glutamine,Amino_Acid,0.52,-0.007801769556917276
Variovarax,glycine,Amino_Acid,0.204,-0.0101723729498488
Variovarax,glycine,Amino_Acid,0.31725,-0.4321286188405913
Variovarax,glycine,Amino_Acid,0.4255,-0.2799784533948864
Variovarax,glycine,Amino_Acid,0.52,-0.1182965829281183
Variovarax,histidine,Amino_Acid,0.204,0.03817455719529914
Variovarax,histidine,Amino_Acid,0.31725,-0.007877907470949973
Variovarax,histidine,Amino_Acid,0.4255,-0.28218679589856543
Variovarax,histidine,Amino_Acid,0.52,0.01301205408112047
Variovarax,isoleucine,Amino_Acid,0.204,-0.03204340244610658
Variovarax,isoleucine,Amino_Acid,0.31725,-0.12170476931241363
Variovarax,isoleucine,Amino_Acid,0.4255,-0.28571209900732053
Variovarax,isoleucine,Amino_Acid,0.52,0.17620721759062052
Variovarax,leucine,Amino_Acid,0.204,-0.002139179440272634
Variovarax,leucine,Amino_Acid,0.31725,0.03144214973119587
Variovarax,leucine,Amino_Acid,0.4255,-0.28568637786079576
Variovarax,leucine,Amino_Acid,0.52,-0.05436102711989642
Variovarax,lysine,Amino_Acid,0.204,0.1435074838987902
Variovarax,lysine,Amino_Acid,0.31725,0.04549288544379541
Variovarax,lysine,Amino_Acid,0.4255,-0.12875324634071805
Variovarax,lysine,Amino_Acid,0.52,0.08000475512968813
Variovarax,methionine,Amino_Acid,0.204,-0.015284880482131313
Variovarax,methionine,Amino_Acid,0.31725,-0.19511159077307147
Variovarax,methionine,Amino_Acid,0.4255,-0.2854296806956889
Variovarax,methionine,Amino_Acid,0.52,0.0161084319619326
Variovarax,phenylalanine,Amino_Acid,0.204,0.014214285368740351
Variovarax,phenylalanine,Amino_Acid,0.31725,-0.2324165721859592
Variovarax,phenylalanine,Amino_Acid,0.4255,-0.2856767625085579
Variovarax,phenylalanine,Amino_Acid,0.52,-0.06771086478852369
Variovarax,proline,Amino_Acid,0.204,-0.015929179625915536
Variovarax,proline,Amino_Acid,0.31725,-0.06877591940239823
Variovarax,proline,Amino_Acid,0.4255,-0.12335604149608148
Variovarax,proline,Amino_Acid,0.52,-0.15509399243455776
Variovarax,serine,Amino_Acid,0.204,0.03893296201975046
Variovarax,serine,Amino_Acid,0.31725,0.21127476061031894
Variovarax,serine,Amino_Acid,0.4255,-0.2793601343883842
Variovarax,serine,Amino_Acid,0.52,-0.19949028965469895
Variovarax,threonine,Amino_Acid,0.204,0.013824573700418251
Variovarax,threonine,Amino_Acid,0.31725,-0.09461534971048992
Variovarax,threonine,Amino_Acid,0.4255,-0.281103443846553
Variovarax,threonine,Amino_Acid,0.52,0.07159145668996614
Variovarax,tryptophan,Amino_Acid,0.204,-0.03856692931760904
Variovarax,tryptophan,Amino_Acid,0.31725,-0.16022500044746688
Variovarax,tryptophan,Amino_Acid,0.4255,-0.2850810739914084
Variovarax,tryptophan,Amino_Acid,0.52,-0.1948001446391937
Variovarax,tyrosine,Amino_Acid,0.204,-0.030685396691858508
Variovarax,tyrosine,Amino_Acid,0.31725,-0.12447999236476581
Variovarax,tyrosine,Amino_Acid,0.4255,-0.2827358930553819
Variovarax,tyrosine,Amino_Acid,0.52,-0.19970406254941833
Variovarax,valine,Amino_Acid,0.204,-0.027562996297291635
Variovarax,valine,Amino_Acid,0.31725,-0.0784367279585968
Variovarax,valine,Amino_Acid,0.4255,-0.2854485316368495
Variovarax,valine,Amino_Acid,0.52,-0.0864470733931425
Variovarax,cysteine,Amino_Acid,0.204,0.1307174011451139
Variovarax,cysteine,Amino_Acid,0.31725,-0.06480313896664715
Variovarax,cysteine,Amino_Acid,0.4255,-0.2367566774498467
Variovarax,cysteine,Amino_Acid,0.52,-0.1934204073130178
Variovarax,cystine,Amino_Acid,0.204,0.1262891499815466
Variovarax,cystine,Amino_Acid,0.31725,-0.08645833843257764
Variovarax,cystine,Amino_Acid,0.4255,-0.23890938941157802
Variovarax,cystine,Amino_Acid,0.52,-0.19697511566812484
Variovarax,adenine,Nucleobase,0.204,-0.1942194792011426
Variovarax,adenine,Nucleobase,0.31725,-0.6207278189059164
Variovarax,adenine,Nucleobase,0.4255,-0.16087362650450296
Variovarax,adenine,Nucleobase,0.52,0.0625537815892945
Variovarax,adenosine,Nucleobase,0.204,0.007438614524232972
Variovarax,adenosine,Nucleobase,0.31725,-0.23372156325282636
Variovarax,adenosine,Nucleobase,0.4255,-0.2849259556952014
Variovarax,adenosine,Nucleobase,0.52,-0.11541198653971674
Variovarax,cytidine,Nucleobase,0.204,0.022249243975777478
Variovarax,cytidine,Nucleobase,0.31725,-0.14135411832374223
Variovarax,cytidine,Nucleobase,0.4255,-0.0012561397575458085
Variovarax,cytidine,Nucleobase,0.52,0.03344405590993587
Variovarax,cytosine,Nucleobase,0.204,-0.002055115638042252
Variovarax,cytosine,Nucleobase,0.31725,-0.12220139982649005
Variovarax,cytosine,Nucleobase,0.4255,-0.20456778132971082
Variovarax,cytosine,Nucleobase,0.52,-0.19815131869968694
Variovarax,guanine,Nucleobase,0.204,-0.19378066851199582
Variovarax,guanine,Nucleobase,0.31725,-0.6982003226717332
Variovarax,guanine,Nucleobase,0.4255,-0.0007059113388789784
Variovarax,guanine,Nucleobase,0.52,-0.020682395951501596
Variovarax,guanosine,Nucleobase,0.204,-0.0041550660579956575
Variovarax,guanosine,Nucleobase,0.31725,-0.07266228189696841
Variovarax,guanosine,Nucleobase,0.4255,0.018243926625428872
Variovarax,guanosine,Nucleobase,0.52,0.00829228251624448
Variovarax,hypoxanthine,Nucleobase,0.204,-0.17888467542851474
Variovarax,hypoxanthine,Nucleobase,0.31725,-0.7970902883341368
Variovarax,hypoxanthine,Nucleobase,0.4255,0.0654062253367137
Variovarax,hypoxanthine,Nucleobase,0.52,-0.09336213331060308
Variovarax,inosine,Nucleobase,0.204,0.011980792655806927
Variovarax,inosine,Nucleobase,0.31725,-0.026404404736876937
Variovarax,inosine,Nucleobase,0.4255,-0.0005088443460351545
Variovarax,inosine,Nucleobase,0.52,0.031534291476151964
Variovarax,thymine,Nucleobase,0.204,0.01996251355907059
Variovarax,thymine,Nucleobase,0.31725,-0.13659086196647138
Variovarax,thymine,Nucleobase,0.4255,-0.0020775774650192034
Variovarax,thymine,Nucleobase,0.52,0.019913986966894885
Variovarax,uracil,Nucleobase,0.204,-0.09307907816624027
Variovarax,uracil,Nucleobase,0.31725,-0.7921946809356892
Variovarax,uracil,Nucleobase,0.4255,0.18467993179352526
Variovarax,uracil,Nucleobase,0.52,-0.06591546291332843
Variovarax,uridine,Nucleobase,0.204,0.019515406108909353
Variovarax,uridine,Nucleobase,0.31725,0.006547111818240913
Variovarax,uridine,Nucleobase,0.4255,-0.004066247384777804
Variovarax,uridine,Nucleobase,0.52,0.027481697041244223
Variovarax,xanthine,Nucleobase,0.204,-0.01217717425036543
Variovarax,xanthine,Nucleobase,0.31725,-0.7998149088549638
Variovarax,xanthine,Nucleobase,0.4255,0.05370842388496963
Variovarax,xanthine,Nucleobase,0.52,0.015911946593957806
Variovarax,xanthosine,Nucleobase,0.204,0.05460515732458367
Variovarax,xanthosine,Nucleobase,0.31725,-0.08013172575247593
Variovarax,xanthosine,Nucleobase,0.4255,-0.06018958368914828
Variovarax,xanthosine,Nucleobase,0.52,0.024306224547018404
Variovarax,5-methyluridine,Nucleobase,0.204,-0.0073004887750239686
Variovarax,5-methyluridine,Nucleobase,0.31725,-0.12176307413010416
Variovarax,5-methyluridine,Nucleobase,0.4255,0.0015984289964064435
Variovarax,5-methyluridine,Nucleobase,0.52,0.02317237056213846
Variovarax,gamma-Aminobutyric acid,Others,0.204,0.015047397786151604
Variovarax,gamma-Aminobutyric acid,Others,0.31725,-0.06589382477755588
Variovarax,gamma-Aminobutyric acid,Others,0.4255,-0.2854796054371336
Variovarax,gamma-Aminobutyric acid,Others,0.52,-0.05860477640173488
Variovarax,ectoine,Others,0.204,0.009729375773089076
Variovarax,ectoine,Others,0.31725,-0.08345541791169923
Variovarax,ectoine,Others,0.4255,-0.012091257541367388
Variovarax,ectoine,Others,0.52,0.010208588316810173
Variovarax,N-acetyl-glutamic acid,Others,0.204,-0.19463069960281235
Variovarax,N-acetyl-glutamic acid,Others,0.31725,-0.5900279220825126
Variovarax,N-acetyl-glutamic acid,Others,0.4255,-0.01993858277008365
Variovarax,N-acetyl-glutamic acid,Others,0.52,0.025300642224506377
Variovarax,ornithine,Others,0.204,0.14224118264361
Variovarax,ornithine,Others,0.31725,0.0735448329717533
Variovarax,ornithine,Others,0.4255,-0.1384637541558516
Variovarax,ornithine,Others,0.52,0.10403188089767955
Variovarax,shikimic acid,Others,0.204,-0.16488421052631577
Variovarax,shikimic acid,Others,0.31725,-0.6865330305668991
Variovarax,shikimic acid,Others,0.4255,-0.2854934181053341
Variovarax,shikimic acid,Others,0.52,-0.01094143312636348
Variovarax,taurine,Others,0.204,0.04683638161146811
Variovarax,taurine,Others,0.31725,-0.2177491142491557
Variovarax,taurine,Others,0.4255,-0.08066137946189564
Variovarax,taurine,Others,0.52,0.06339724159413551
Variovarax,N-acetylglutamine,Others,0.204,0.011952198360428854
Variovarax,N-acetylglutamine,Others,0.31725,-0.21982982446209864
Variovarax,N-acetylglutamine,Others,0.4255,-0.28529272865994093
Variovarax,N-acetylglutamine,Others,0.52,0.0009557860892564463
Variovarax,n-acetyllysine,Others,0.204,0.06803469387884865
Variovarax,n-acetyllysine,Others,0.31725,0.07003348449189264
Variovarax,n-acetyllysine,Others,0.4255,-0.2362507450058403
Variovarax,n-acetyllysine,Others,0.52,-0.09292125525698701
Variovarax,n-acetylmuramic acid,Others,0.204,0.006278200176988178
Variovarax,n-acetylmuramic acid,Others,0.31725,-0.08972218292649115
Variovarax,n-acetylmuramic acid,Others,0.4255,-0.035621949302008474
Variovarax,n-acetylmuramic acid,Others,0.52,0.013323645694731486
Variovarax,betaine,Others,0.204,0.0011904177324625368
Variovarax,betaine,Others,0.31725,-0.023873944134416143
Variovarax,betaine,Others,0.4255,-0.0230925764088823
Variovarax,betaine,Others,0.52,0.009872761869332884
Variovarax,nicotinamide,Others,0.204,-0.1995967381846786
Variovarax,nicotinamide,Others,0.31725,0.20376225029282194
Variovarax,nicotinamide,Others,0.4255,0.028079771418939168
Variovarax,nicotinamide,Others,0.52,0.07681001786792283
Variovarax,trigonelline,Others,0.204,-0.007241624027294725
Variovarax,trigonelline,Others,0.31725,-0.05490627546760729
